gene,A7-A0D9-11A,A7-A0DB-11A,A7-A13G-11A,A7-A0D9-01A,A7-A0DB-01A,A7-A13G-01A
GANAB|23193,36580,36306,23781,55593,67750,56542
GANC|2595,1831,1793,1981,728,1116,1565
GAN|8139,242,208,290,611,229,181
GAP43|2596,164,1203,18,16,18,14
GAPDHS|26330,21,9,15,93,18,33
GAPDH|2597,80958,98247,53238,180775,235332,99792
GAPT|202309,144,162,38,171,429,238
GAPVD1|26130,5869,5638,5664,5071,6651,8414
GAR1|54433,1088,1028,394,2155,2533,1696
GARNL3|84253,641,583,535,661,2091,1684
GARS|2617,7529,7628,4579,17651,13868,11396
GART|2618,5126,4884,4904,7526,6645,6679
GAS1|2619,9118,10269,4929,1345,3429,768
GAS2L1|10634,2747,2570,1142,1976,2351,3678
GAS2L2|246176,236,91,104,17,76,8
GAS2L3|283431,250,291,94,358,138,207
GAS2|2620,33,62,57,79,44,59
GAS5|60674,5802,6792,10369,10850,24413,23001
GAS6|2621,9245,13193,5440,12079,12322,4085
GAS7|8522,11994,35843,4446,4696,7681,3183
GAS8|2622,1103,1238,797,3667,1942,1914
GAST|2520,0,0,0,4,0,0
GATA1|2623,12,30,6,0,2,3
GATA2|2624,931,1213,677,8828,1087,354
GATA3|2625,1126,358,893,111916,68223,50690
GATA4|2626,3,4,0,2089,2,0
GATA5|140628,2,2,4,4664,4,1375
GATA6|2627,382,692,355,327,515,284
GATAD1|57798,4423,3693,4222,9208,5635,2681
GATAD2A|54815,4534,4915,2368,11559,8096,7052
GATAD2B|57459,4599,4097,3192,6676,8920,8321
GATC|283459,297,174,86,377,202,167
GATM|2628,1292,2549,1989,1110,5020,8845
GATSL1|389523,57,89,25,120,63,20
GATSL2|729438,92,121,25,165,76,47
GATSL3|652968,1645,2042,1047,2413,1283,1240
GATS|352954,838,959,443,1814,460,218
GBA2|57704,3091,3139,2729,5460,4281,6599
GBA3|57733,0,0,1,2,2,14
GBAP1|2630,509,749,264,785,1635,1000
GBAS|2631,8744,6732,10313,15576,14242,19591
GBA|2629,5635,7147,2871,7352,13946,12653
GBE1|2632,16487,14482,20459,3637,4695,5970
GBF1|8729,9163,8264,6331,14703,14111,17673
GBGT1|26301,514,1250,323,191,996,384
GBP1|2633,4359,4778,4123,1869,2116,1453
GBP2|2634,14601,13047,8302,11714,7051,1803
GBP3|2635,2193,1771,2506,1549,3146,13626
GBP4|115361,7797,5661,7727,1472,2237,1134
GBP5|115362,702,756,267,358,351,174
GBP6|163351,300,281,128,729,155,153
GBP7|388646,25,38,18,4,50,26
GBX1|2636,0,4,2,0,1,0
GBX2|2637,0,0,0,0,1,5
GCAT|23464,389,372,403,2406,992,2157
GCA|25801,1376,1638,1876,2080,2482,812
GCC1|79571,3104,2429,1548,5331,7021,2512
GCC2|9648,4157,4203,4408,7206,5195,10634
GCDH|2639,2305,1948,2057,3039,4991,2250
GCET2|257144,45,109,29,1075,445,251
GCFC1|94104,1841,1955,2514,2976,2029,3827
GCGR|2642,8,0,0,9,0,2
GCG|2641,2,2,0,0,0,0
GCH1|2643,384,489,470,1287,1323,686
GCHFR|2644,807,824,696,214,1837,757
GCKR|2646,10,55,33,9,14,7
GCK|2645,11,38,257,65,27,5
GCLC|2729,8224,5485,7425,4924,6647,3892
GCLM|2730,2717,2951,1609,3720,1455,1778
GCM1|8521,36,36,32,87,49,80
GCM2|9247,1,0,0,6,2,0
GCN1L1|10985,12907,11995,8168,17651,16714,14624
GCNT1|2650,838,2133,467,1427,3802,510
GCNT2|2651,297,509,291,222,2551,3007
GCNT3|9245,10,38,0,22,3,44
GCNT4|51301,185,90,161,241,350,60
GCNT7|140687,9,15,14,84,32,23
GCOM1|145781,33143,12552,10545,2834,4638,4260
GCSH|2653,3102,3540,4550,3682,2760,843
GC|2638,0,0,1,0,1,0
GDAP1L1|78997,1,14,2,12,13,6
GDAP1|54332,514,638,443,2000,1571,746
GDAP2|54834,1892,1915,1502,3590,2380,2153
GDA|9615,450,99,95,225,110,115
GDE1|51573,10263,9688,8509,8676,21121,19590
GDEP|118425,8,8,0,0,0,0
GDF10|2662,2632,1758,1164,22,196,35
GDF11|10220,409,626,280,677,546,426
GDF15|9518,103,270,98,6199,474,652
GDF1|2657,8,6,8,189,15,6
GDF2|2658,0,0,0,0,1,0
GDF3|9573,0,2,6,4,18,6
GDF5|8200,238,150,223,72,136,76
GDF6|392255,72,104,34,53,24,14
GDF7|151449,0,2,2,1,1,0
GDF9|2661,39,54,70,54,109,181
GDI1|2664,8742,9515,6340,19679,12134,12911
GDI2|2665,29016,30053,17951,34489,40356,30113
GDNF|2668,0,0,0,0,4,0
GDPD1|284161,133,184,79,520,201,418
GDPD2|54857,8,17,20,137,21,25
GDPD3|79153,163,158,177,9009,111,88
GDPD4|220032,6,2,8,13,2,0
GDPD5|81544,13391,7463,5920,4114,1403,511
GEFT|115557,1055,1491,738,1476,1462,1460
GEMIN4|50628,2043,2292,1511,3640,3918,2960
GEMIN5|25929,4077,2824,2633,5019,5179,3272
GEMIN6|79833,647,599,449,1197,1199,885
GEMIN7|79760,606,604,396,1353,2240,1676
GEMIN8P4|492303,46,46,42,98,97,209
GEMIN8|54960,1833,1460,1337,2502,2801,2526
GEM|2669,2922,2544,2229,2420,2017,756
GEN1|348654,498,685,434,1833,1607,1346
GET4|51608,2287,2219,1441,5780,4707,1133
GFAP|2670,163,153,640,22,38,12
GFER|2671,1244,1139,461,1785,3032,1963
GFI1B|8328,14,5,4,0,4,7
GFI1|2672,50,55,33,73,59,25
GFM1|85476,5553,4512,5925,11052,13518,9895
GFM2|84340,2219,1522,2518,5693,3930,3428
GFOD1|54438,1041,562,578,288,359,265
GFOD2|81577,2438,2356,1663,4390,2621,3183
GFPT1|2673,14151,13333,27344,16443,25257,61684
GFPT2|9945,4251,11672,2679,1551,1661,999
GFRA1|2674,7063,8409,9472,28010,21757,94114
GFRA2|2675,1208,3246,301,59,60,20
GFRA3|2676,115,46,18,8,11,7
GFRA4|64096,0,0,0,0,2,0
GFRAL|389400,81,30,39,48,67,69
GGA1|26088,2866,3178,1512,7092,3660,6269
GGA2|23062,6532,8628,5969,14923,14818,17948
GGA3|23163,2649,3636,1899,2409,2982,3211
GGCT|79017,1977,2569,3537,7524,14324,14062
GGCX|2677,4825,3803,2746,5722,4959,4104
GGH|8836,1019,1390,1106,767,1430,250
GGNBP1|449520,0,0,0,3,6,0
GGNBP2|79893,7951,6188,7665,6095,6479,7904
GGN|199720,11,11,0,29,78,23
GGPS1|9453,4193,3686,3049,6334,11673,14540
GGT1|2678,173,375,47,1930,1856,2754
GGT3P|2679,23,10,14,93,79,162
GGT5|2687,5092,5999,1647,3580,4901,1230
GGT6|124975,242,158,191,1894,612,3796
GGT7|2686,1268,1142,777,2163,1108,1843
GGT8P|645367,60,75,52,132,80,108
GGTA1|2681,4642,4929,2599,373,1442,223
GGTLC1|92086,1,1,0,9,19,11
GGTLC2|91227,4,29,1,74,79,92
GH1|2688,3,0,6,1,6,0
GH2|2689,2,0,2,0,1,0
GHDC|84514,2141,2559,1074,3234,5162,4616
GHITM|27069,22323,19430,22115,28748,23627,18740
GHRHR|2692,0,0,0,0,1,0
GHRH|2691,1,0,0,0,7,2
GHRLOS|100126793,51,54,68,81,82,99
GHRL|51738,11,9,9,38,33,56
GHR|2690,30896,27121,63484,1529,4679,1148
GHSR|2693,0,0,2,0,0,0
GIF|2694,0,0,0,0,1,0
GIGYF1|64599,4726,4261,2575,9059,7316,3245
GIGYF2|26058,10223,7753,6430,14254,10628,16859
GIMAP1|170575,1732,2003,452,194,752,101
GIMAP2|26157,1024,1915,977,326,2185,953
GIMAP4|55303,7294,7960,5415,1530,2690,936
GIMAP5|55340,6007,4836,2545,684,1466,286
GIMAP6|474344,8513,9403,6976,1067,2526,1489
GIMAP7|168537,4614,4512,3304,679,1044,308
GIMAP8|155038,7032,7811,5782,1104,1507,528
GIN1|54826,573,553,521,849,997,979
GINS1|9837,144,276,123,739,1382,525
GINS2|51659,99,313,38,1048,696,427
GINS3|64785,478,782,1140,544,740,516
GINS4|84296,225,417,166,6931,727,601
GIPC1|10755,6814,5598,1276,12465,15775,4750
GIPC2|54810,727,868,995,88,213,46
GIPC3|126326,1138,1033,892,638,508,438
GIPR|2696,31,51,57,87,93,293
GIP|2695,0,0,0,1,0,0
GIT1|28964,4292,6005,2549,6206,4503,4181
GIT2|9815,7468,7336,4568,6542,5783,5090
GIYD2|79008,759,1242,289,1050,3349,1583
GJA10|84694,0,0,0,0,0,0
GJA1|2697,10559,18360,14258,5540,42585,43790
GJA3|2700,12,12,0,116,25,2
GJA4|2701,1729,2942,1164,715,1343,448
GJA5|2702,2740,5801,3024,1118,2079,789
GJA8|2703,0,0,0,2,0,0
GJA9|81025,46,39,101,48,33,104
GJB1|2705,8,0,0,8,1642,2153
GJB2|2706,442,475,33,3859,5396,2230
GJB3|2707,52,70,0,925,28,5
GJB4|127534,19,27,3,1115,19,4
GJB5|2709,91,84,2,1102,58,6
GJB6|10804,214,304,0,749,10,37
GJB7|375519,9,4,2,29,14,9
GJC1|10052,2475,2504,3055,2065,1165,1250
GJC2|57165,139,311,47,99,156,55
GJC3|349149,34,20,33,281,265,75
GJD2|57369,0,0,0,0,0,0
GJD3|125111,427,259,190,388,217,535
GJD4|219770,5,7,10,6,4,10
GK2|2712,0,0,0,0,1,0
GK3P|2713,17,17,17,71,38,53
GK5|256356,2156,2071,2288,3650,3607,7448
GKAP1|80318,1045,768,1186,622,700,779
GKN1|56287,13,0,0,0,0,0
GKN2|200504,0,0,0,0,0,0
GK|2710,415,316,398,2132,2192,2846
GLA|2717,1877,2759,842,1879,4838,2206
GLB1L2|89944,251,280,176,3855,4794,1887
GLB1L3|112937,56,50,56,172,80,106
GLB1L|79411,1715,1714,1175,1548,2585,5315
GLB1|2720,5436,6098,2270,9069,18027,7176
GLCCI1|113263,2288,1539,3276,1621,4178,1290
GLCE|26035,4314,4032,3559,17614,14840,25615
GLDC|2731,4,0,13,1425,41,3
GLDN|342035,2078,3166,8928,110,743,134
GLE1|2733,4268,3685,2866,4265,6328,9244
GLG1|2734,29757,28382,16722,18956,20809,13534
GLI1|2735,340,364,125,69,171,51
GLI2|2736,513,1202,314,280,451,303
GLI3|2737,2808,4134,2492,3879,10129,10164
GLI4|2738,374,263,329,2009,319,336
GLIPR1L1|256710,22,16,10,0,5,12
GLIPR1L2|144321,440,225,431,480,406,934
GLIPR1|11010,2541,5493,1707,2443,4247,1562
GLIPR2|152007,6351,10932,1417,1305,4527,1040
GLIS1|148979,61,123,334,49,101,66
GLIS2|84662,2874,2392,1316,5002,4513,2361
GLIS3|169792,406,952,384,820,781,515
GLMN|11146,350,436,346,1003,784,660
GLO1|2739,9035,9170,8338,19780,16804,11954
GLOD4|51031,4764,4068,3006,8375,7261,6084
GLOD5|392465,87,80,125,322,158,175
GLP1R|2740,4,0,0,9,10,10
GLP2R|9340,415,110,149,8,3,2
GLRA1|2741,0,0,0,0,0,1
GLRA2|2742,25,15,30,28,21,21
GLRA3|8001,0,0,1,69,162,0
GLRA4|441509,0,0,0,3,35,5
GLRB|2743,1345,1403,1398,1220,769,1054
GLRX2|51022,552,495,396,460,1041,899
GLRX3|10539,3510,3908,2835,5831,3879,2448
GLRX5|51218,3891,3468,2514,3986,5336,2879
GLRX|2745,3944,4804,1458,717,5557,2886
GLS2|27165,154,119,136,847,283,480
GLS|2744,5894,7873,8163,11120,5530,4080
GLT1D1|144423,150,36,2,33,10,6
GLT25D1|79709,10000,18378,6147,11396,15329,6799
GLT25D2|23127,344,337,143,61,192,73
GLT6D1|360203,0,0,0,0,0,0
GLT8D1|55830,4139,5676,3216,7043,9310,7151
GLT8D2|83468,2051,2298,1402,1609,2696,1155
GLTPD1|80772,1680,1764,744,3559,4107,2539
GLTPD2|388323,7,2,2,5,1,3
GLTP|51228,4615,4964,2677,7571,4989,4697
GLTSCR1|29998,689,711,417,1728,2217,1181
GLTSCR2|29997,20616,19886,10816,15009,37792,17826
GLUD1|2746,19398,20610,16015,26091,27994,29542
GLUD2|2747,997,1167,1052,959,1060,1263
GLUL|2752,135757,258526,307622,63385,133706,410354
GLYATL1|92292,4,10,4,6,1096,340
GLYATL2|219970,69,55,7,10,1280,185
GLYATL3|389396,0,0,0,0,0,0
GLYAT|10249,10500,3390,4356,95,237,2
GLYCAM1|644076,0,0,0,0,0,0
GLYCTK|132158,632,724,5043,351,366,350
GLYR1|84656,8041,7371,4496,15995,16505,16926
GM2A|2760,13156,12039,6144,9251,24247,7251
GMCL1L|64396,145,306,415,357,558,538
GMCL1|64395,1368,1517,2092,2565,2231,2749
GMDS|2762,1028,1130,564,3005,2822,3578
GMEB1|10691,597,664,398,797,874,1035
GMEB2|26205,1253,1237,753,5291,4315,2327
GMFB|2764,5331,7157,5742,7754,12843,9954
GMFG|9535,2970,4383,1841,506,2149,393
GMIP|51291,1102,1518,310,1896,2471,2016
GML|2765,0,0,0,0,0,1
GMNN|51053,715,728,574,845,1158,1667
GMPPA|29926,1877,2453,977,3044,5120,5098
GMPPB|29925,915,1140,227,1548,4282,2807
GMPR2|51292,4912,4284,3148,5036,10948,9325
GMPR|2766,482,509,315,957,391,99
GMPS|8833,3893,4059,3227,7069,10421,7058
GNA11|2767,2806,2377,1688,3792,4317,3575
GNA12|2768,15333,11163,6066,13207,11182,3913
GNA13|10672,7094,10077,7166,9209,11504,9832
GNA14|9630,624,473,738,287,1001,1463
GNA15|2769,758,1458,228,1691,844,753
GNAI1|2770,14404,9493,18657,1157,1343,604
GNAI2|2771,41191,43952,21773,28302,43073,16372
GNAI3|2773,6860,8475,6230,10743,13899,8488
GNAL|2774,2445,1191,1136,1028,371,237
GNAO1|2775,115,398,269,185,93,351
GNAQ|2776,13397,12099,14431,8823,14932,8218
GNASAS|149775,10,12,10,18,26,29
GNAS|2778,107603,100576,82155,789647,137538,69412
GNAT1|2779,1,0,1,2,1,3
GNAT2|2780,8,4,18,35,41,87
GNAT3|346562,0,0,0,0,12,0
GNAZ|2781,2143,2266,1831,3244,529,516
GNB1L|54584,173,269,43,538,350,205
GNB1|2782,43636,37254,26093,50489,38630,39232
GNB2L1|10399,73875,77409,62071,102349,176259,84596
GNB2|2783,12193,14849,6132,30721,31046,9439
GNB3|2784,27,56,22,40,48,88
GNB4|59345,4070,6314,5410,4610,4245,3981
GNB5|10681,1502,1537,1087,3929,1651,1836
GNE|10020,5645,4483,6040,3987,3119,3481
GNG10|2790,4341,5180,4421,2458,4847,2552
GNG11|2791,16815,13342,13441,1599,4027,941
GNG12|55970,27603,20481,22794,10092,15726,28334
GNG13|51764,0,0,0,669,22,31
GNG2|54331,26413,11155,10063,1374,2016,926
GNG3|2785,2,4,8,57,19,87
GNG4|2786,304,300,330,6337,388,407
GNG5|2787,4785,5592,3311,6345,7418,4585
GNG7|2788,893,684,882,2336,2400,743
GNG8|94235,0,2,2,0,2,0
GNGT1|2792,18,17,9,18,25,20
GNGT2|2793,74,183,33,47,184,60
GNL1|2794,4225,4972,1807,2861,5563,2875
GNL2|29889,4853,4335,2749,10006,6700,7342
GNL3L|54552,2276,2853,2041,5867,3824,4658
GNL3|26354,4328,3736,3593,12001,9798,11416
GNLY|10578,401,575,131,38,148,26
GNMT|27232,20,17,14,164,177,172
GNPAT|8443,7092,5775,6041,5411,12333,12997
GNPDA1|10007,2862,6658,2255,3396,10410,3244
GNPDA2|132789,1904,1705,1719,1361,2181,2180
GNPNAT1|64841,2331,3899,2376,9059,9285,6506
GNPTAB|79158,4525,6296,3633,7132,9995,3843
GNPTG|84572,5266,5644,3238,6452,6451,8189
GNRH1|2796,170,165,137,79,121,142
GNRH2|2797,3,6,4,4,1,0
GNRHR2|114814,2051,1998,1918,5532,3444,5712
GNRHR|2798,5,8,17,31,40,43
GNS|2799,68059,53024,36026,31066,33357,19211
GOLGA1|2800,3466,3057,2450,3051,4265,5517
GOLGA2B|55592,191,191,300,1042,1214,3009
GOLGA2P3|401634,3,4,8,5,0,3
GOLGA2|2801,12157,8188,4179,8097,13585,13710
GOLGA3|2802,10986,9647,4672,15172,14586,16775
GOLGA4|2803,22092,13759,20516,32157,16401,35765
GOLGA5|9950,6345,4760,3749,8942,11963,14493
GOLGA6A|342096,19,11,36,9,16,37
GOLGA6B|55889,26,7,48,10,18,45
GOLGA6C|653641,21,10,35,11,3,25
GOLGA6D|653643,27,38,84,33,17,36
GOLGA6L10|647042,306,350,465,609,131,243
GOLGA6L1|283767,63,53,98,112,72,68
GOLGA6L5|374650,934,733,901,842,271,383
GOLGA6L6|727832,66,60,74,131,80,80
GOLGA6L9|440295,644,683,1036,1930,454,918
GOLGA7B|401647,212,267,79,771,747,60
GOLGA7|51125,7324,5760,5458,81757,5547,3486
GOLGA8A|23015,1865,1282,2128,9704,767,1190
GOLGA8B|440270,2781,2093,2957,13525,2057,2220
GOLGA8C|729786,137,115,272,72,54,113
GOLGA8DP|100132979,194,231,388,76,89,172
GOLGA8E|390535,224,280,338,107,123,194
GOLGA8F|100132565,46,52,44,22,9,44
GOLGA8G|283768,399,499,696,202,135,334
GOLGA9P|283796,384,396,635,214,127,235
GOLGB1|2804,21089,16704,14516,37559,34624,32107
GOLIM4|27333,5344,6763,2627,4091,4425,4885
GOLM1|51280,4289,5688,2207,4363,71372,52149
GOLPH3L|55204,3587,3053,2902,4161,12955,18361
GOLPH3|64083,10856,9092,7184,14843,21583,17742
GOLT1A|127845,27,5,2,628,1438,167
GOLT1B|51026,3027,3666,2967,3970,5511,4030
GON4L|54856,5814,4665,3910,8482,12101,14207
GOPC|57120,4302,4643,4646,8448,5197,6135
GORAB|92344,582,787,493,578,2233,2518
GORASP1|64689,5200,4534,2932,5597,8334,6629
GORASP2|26003,9737,7713,5138,12359,15953,15445
GOSR1|9527,5597,5044,4644,10092,7693,9962
GOSR2|9570,5860,5441,3160,9885,7091,5631
GOT1L1|137362,0,0,1,0,0,2
GOT1|2805,1684,1672,2000,4148,4241,3459
GOT2|2806,2863,3821,2095,17073,13277,12708
GP1BA|2811,61,17,18,10,35,57
GP2|2813,108,107,97,175,7174,12142
GP5|2814,4,45,13,23,35,34
GP6|51206,129,122,131,307,191,267
GP9|2815,6,4,4,2,0,0
GPA33|10223,28,62,10,31,53,45
GPAA1|8733,7964,6849,4493,28586,15191,9282
GPAM|57678,177421,92634,182828,6124,8074,2464
GPAT2|150763,765,1211,393,218,632,196
GPATCH1|55094,1064,1176,950,2251,2217,2075
GPATCH2|55105,750,858,751,3154,3870,4209
GPATCH3|63906,1191,973,455,1496,1610,933
GPATCH4|54865,2656,2102,886,3120,4868,6028
GPATCH8|23131,5446,4849,5105,9652,5473,5984
GPBAR1|151306,1602,1196,518,58,80,16
GPBP1L1|60313,10212,8568,8707,16463,11786,21360
GPBP1|65056,8026,7233,7558,15423,15204,15177
GPC1|2817,7743,6062,1652,10238,8309,5198
GPC2|221914,38,31,12,113,78,22
GPC3|2719,24287,15637,19321,1655,2828,721
GPC4|2239,3546,2436,3232,3031,25837,12991
GPC5|2262,47,8,13,8,0,0
GPC6|10082,8156,5819,3398,2055,1430,577
GPCPD1|56261,4221,4897,5406,3244,6478,3618
GPD1L|23171,8334,10219,20614,24678,15062,15038
GPD1|2819,306338,120585,146428,2806,10783,1181
GPD2|2820,3839,4217,4729,13447,12015,20474
GPER|2852,2062,2000,1075,372,315,159
GPHA2|170589,0,0,0,2,0,1
GPHB5|122876,0,0,0,0,1,2
GPHN|10243,1970,2469,2469,3383,1191,1999
GPIHBP1|338328,8830,3851,2988,237,724,90
GPI|2821,38118,34057,29289,44766,36534,18382
GPKOW|27238,2189,1977,697,2325,2802,2368
GPLD1|2822,2811,577,864,241,84,88
GPM6A|2823,106,359,491,12,41,1011
GPM6B|2824,653,447,711,566,598,467
GPN1|11321,3760,3246,2717,3966,4669,3702
GPN2|54707,1012,1041,683,1727,1356,1184
GPN3|51184,2274,1990,2369,1848,2815,2496
GPNMB|10457,48299,72507,18652,14803,49633,6378
GPR101|83550,2,0,0,0,1,0
GPR107|57720,13447,11760,9097,11161,25040,23513
GPR108|56927,5439,5126,2890,6342,10313,5944
GPR109A|338442,4041,5188,6480,219,531,84
GPR109B|8843,1857,742,1917,170,183,145
GPR110|266977,107,54,71,182,23,20
GPR111|222611,15,8,13,24,15,15
GPR112|139378,14,64,78,32,11,7
GPR113|165082,48,48,30,33,73,98
GPR114|221188,60,34,12,34,50,83
GPR115|221393,3,16,0,243,0,6
GPR116|221395,24193,17234,32283,4304,3376,2198
GPR119|139760,0,0,0,0,0,0
GPR120|338557,602,233,511,18,93,38
GPR123|84435,2,6,2,9,0,8
GPR124|25960,26914,18585,7642,5589,4783,1660
GPR125|166647,6477,3261,3160,6566,3893,1806
GPR126|57211,1000,1091,1658,4447,352,122
GPR128|84873,0,0,0,0,0,0
GPR12|2835,70,124,111,86,73,72
GPR132|29933,278,333,98,220,422,155
GPR133|283383,2016,9302,1719,1326,295,58
GPR135|64582,98,72,65,210,53,66
GPR137B|7107,2119,3627,1063,2685,6006,4653
GPR137C|283554,53,199,154,381,367,331
GPR137|56834,1270,1440,788,3922,3226,3195
GPR139|124274,0,0,0,0,6,28
GPR141|353345,11,12,2,10,95,120
GPR142|350383,13,28,8,2,3,0
GPR143|4935,9,4,2,837,316,257
GPR144|347088,26,0,0,1,1,0
GPR146|115330,6636,5101,6292,790,820,148
GPR148|344561,0,0,0,2,0,0
GPR149|344758,0,0,0,0,0,0
GPR150|285601,9,17,4,1,6,1
GPR151|134391,0,0,0,0,0,0
GPR152|390212,2,1,1,34,6,17
GPR153|387509,3349,3771,2263,2873,1642,444
GPR155|151556,2405,1744,1904,1593,1388,961
GPR156|165829,32,14,14,22,59,4
GPR157|80045,226,197,248,844,339,553
GPR158|57512,67,72,67,4892,41,7
GPR15|2838,6,0,0,7,1,0
GPR160|26996,476,794,953,5435,12353,10198
GPR161|23432,371,507,339,400,365,216
GPR162|27239,155,246,51,48,184,1160
GPR171|29909,60,51,28,46,63,6
GPR172A|79581,1668,2005,722,17012,5144,2273
GPR172B|55065,194,176,170,404,304,257
GPR173|54328,48,82,61,844,29,37
GPR174|84636,22,0,15,19,18,2
GPR176|11245,613,1324,473,371,621,200
GPR179|440435,9,27,16,22,7,32
GPR17|2840,186,244,138,22,27,13
GPR180|160897,3077,2141,3825,1684,1789,1447
GPR182|11318,2,43,6,11,1,4
GPR183|1880,2279,1031,501,322,857,102
GPR18|2841,24,14,9,21,25,6
GPR19|2842,22,42,14,21,73,59
GPR1|2825,208,846,119,176,438,231
GPR20|2843,15,20,12,16,17,13
GPR21|2844,31,15,32,22,5,8
GPR22|2845,0,0,4,2,2,4
GPR25|2848,2,0,0,0,4,0
GPR26|2849,24,18,20,11,9,0
GPR27|2850,5,16,8,196,225,187
GPR31|2853,0,0,0,0,2,9
GPR32|2854,0,0,0,4,0,0
GPR34|2857,5097,4934,3674,484,1450,448
GPR35|2859,31,55,29,160,163,138
GPR37L1|9283,79,89,116,202,139,186
GPR37|2861,59,53,73,712,341,124
GPR39|2863,78,27,11,331,1123,994
GPR3|2827,42,41,25,62,56,19
GPR44|11251,170,52,67,16,25,14
GPR45|11250,5,6,0,6,2,9
GPR4|2828,1038,1425,1200,844,700,372
GPR50|9248,25,0,6,0,0,0
GPR52|9293,0,2,0,3,0,2
GPR55|9290,133,6,11,25,21,11
GPR56|9289,4709,5550,5281,19093,7612,5907
GPR61|83873,0,0,0,0,5,0
GPR62|118442,32,38,26,36,10,74
GPR63|81491,32,38,25,151,33,32
GPR64|10149,794,4218,2432,467,76,67
GPR65|8477,353,671,108,155,742,194
GPR68|8111,374,278,83,892,1088,1616
GPR6|2830,0,0,0,0,1,2
GPR75|10936,62,67,80,228,107,137
GPR77|27202,111,113,41,748,785,2441
GPR78|27201,0,0,0,4,1,2
GPR81|27198,3704,1993,4718,1922,2496,6852
GPR82|27197,69,126,86,162,136,137
GPR83|10888,31,22,20,63,69,95
GPR84|53831,19,58,8,18,156,103
GPR85|54329,138,190,60,136,154,32
GPR87|53836,89,133,0,472,122,57
GPR88|54112,65,144,123,38,43,7
GPR89A|653519,1330,1227,1061,2981,4540,3192
GPR89B|51463,1111,802,756,2238,3326,2335
GPR89C|728932,452,374,355,942,1318,1089
GPR97|222487,211,197,145,25,27,3
GPR98|84059,117,34,34,330,405,2345
GPRASP1|9737,1774,1377,1776,382,529,515
GPRASP2|114928,1865,1818,1773,973,1727,1906
GPRC5A|9052,1548,1694,1053,6312,10259,15045
GPRC5B|51704,7585,7351,5199,1136,5709,1014
GPRC5C|55890,1131,772,669,6579,6448,5486
GPRC5D|55507,28,3,6,36,19,84
GPRC6A|222545,0,0,0,0,0,0
GPRIN1|114787,97,178,63,721,519,294
GPRIN2|9721,48,30,40,212,2169,1976
GPRIN3|285513,525,376,622,2577,461,327
GPS1|2873,6800,5493,3413,5633,8931,6305
GPS2|2874,3084,2781,1633,2579,3710,3657
GPSM1|26086,476,953,224,1792,939,668
GPSM2|29899,1313,3247,838,2698,2366,2111
GPSM3|63940,1866,2627,650,577,2403,576
GPT2|84706,9594,8713,17189,4462,2368,2008
GPT|2875,939,1610,1546,199,230,1135
GPX1|2876,34381,24709,7886,10686,26132,6507
GPX2|2877,437,443,5,1248,189,33
GPX3|2878,197833,312454,91747,11846,33802,1242
GPX4|2879,72312,43305,31600,32645,34774,14841
GPX5|2880,0,0,1,0,1,0
GPX6|257202,0,0,1,0,0,0
GPX7|2882,541,934,738,620,800,693
GPX8|493869,4135,6102,2547,2728,8124,5600
GRAMD1A|57655,2756,3238,2435,9004,7207,6869
GRAMD1B|57476,53,71,33,79,83,23
GRAMD1C|54762,174,132,173,979,499,1747
GRAMD2|196996,65,32,11,484,1326,1674
GRAMD3|65983,999,1137,611,1400,3194,1737
GRAMD4|23151,3970,2894,1764,9778,1697,3194
GRAP2|9402,216,122,90,32,96,24
GRAPL|400581,76,175,76,69,39,24
GRAP|10750,612,807,337,336,561,179
GRASP|160622,1634,1341,645,282,444,210
GRB10|2887,5533,5646,6866,5244,10255,11667
GRB14|2888,716,103,184,66,22,154
GRB2|2885,14854,16448,8433,9858,23039,23464
GRB7|2886,96,56,11,1692,1333,1122
GREB1L|80000,664,463,1566,3317,2798,5849
GREB1|9687,1119,1156,473,29856,4231,8373
GREM1|26585,1094,426,1284,5206,1833,3242
GREM2|64388,155,159,128,155,257,18
GRHL1|29841,623,664,137,1630,5414,7293
GRHL2|79977,233,87,47,11652,8815,11687
GRHL3|57822,37,56,5,1464,286,310
GRHPR|9380,6697,6213,4701,4949,9289,6505
GRIA1|2890,159,117,911,15,19,27
GRIA2|2891,3,6,8,1,1109,48
GRIA3|2892,460,113,130,660,44,70
GRIA4|2893,41,12,16,5,74,42
GRID1|2894,591,529,323,270,252,126
GRID2IP|392862,12,3,7,170,82,33
GRID2|2895,1,0,0,11,4,1
GRIK1|2897,10,9,15,17,20,6
GRIK2|2898,56,18,29,122,23,62
GRIK3|2899,105,18,54,6807,301,73
GRIK4|2900,31,14,36,48,101,29
GRIK5|2901,39,41,50,47,149,123
GRIN1|2902,8,0,0,202,342,194
GRIN2A|2903,97,121,96,118,122,81
GRIN2B|2904,138,25,65,31,4,0
GRIN2C|2905,96,86,54,44,45,49
GRIN2D|2906,104,208,40,75,186,177
GRIN3A|116443,264,143,74,120,154,168
GRIN3B|116444,0,2,5,2,10,3
GRINA|2907,20467,18927,21824,151482,25440,18958
GRINL1A|81488,3042,2590,3462,2241,2608,2914
GRIP1|23426,430,124,41,1587,1134,1190
GRIP2|80852,43,120,43,31,16,10
GRIPAP1|56850,3363,3526,1767,5824,4063,4752
GRK1|6011,0,0,0,4,1,3
GRK4|2868,347,397,347,459,404,522
